20180306,TX     ,201803     ,084500,10730,1196,-,-,*
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,10,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,4,-,-, 
20180306,TX     ,201803     ,084500,10729,4,-,-, 
20180306,TX     ,201803     ,084500,10730,4,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10728,2,-,-, 
20180306,TX     ,201803     ,084500,10729,4,-,-, 
20180306,TX     ,201803     ,084500,10730,22,-,-, 
20180306,TX     ,201803     ,084500,10731,36,-,-, 
20180306,TX     ,201803     ,084500,10732,18,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10732,4,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10732,2,-,-, 
20180306,TX     ,201803     ,084500,10732,2,-,-, 
20180306,TX     ,201803     ,084500,10732,2,-,-, 
20180306,TX     ,201803     ,084500,10732,40,-,-, 
20180306,TX     ,201803     ,084500,10733,40,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10733,6,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10732,2,-,-, 
20180306,TX     ,201803     ,084500,10733,4,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10732,4,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10730,6,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10728,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,8,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10731,4,-,-, 
20180306,TX     ,201803     ,084500,10729,2,-,-, 
20180306,TX     ,201803     ,084500,10730,2,-,-, 
20180306,TX     ,201803     ,084500,10730,4,-,-, 
20180306,TX     ,201803     ,084500,10731,4,-,-, 
20180306,TX     ,201803     ,084500,10731,8,-,-, 
20180306,TX     ,201803     ,084500,10731,10,-,-, 
20180306,TX     ,201803     ,084500,10731,14,-,-, 
20180306,TX     ,201803     ,084500,10731,4,-,-, 
20180306,TX     ,201803     ,084500,10732,10,-,-, 
20180306,TX     ,201803     ,084500,10733,4,-,-, 
20180306,TX     ,201803     ,084500,10733,4,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10734,4,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,6,-,-, 
20180306,TX     ,201803     ,084500,10733,4,-,-, 
20180306,TX     ,201803     ,084500,10734,16,-,-, 
20180306,TX     ,201803     ,084500,10734,8,-,-, 
20180306,TX     ,201803     ,084500,10734,12,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,4,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10731,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10734,2,-,-, 
20180306,TX     ,201803     ,084500,10735,2,-,-, 
20180306,TX     ,201803     ,084500,10735,4,-,-, 
20180306,TX     ,201803     ,084500,10735,28,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084500,10735,2,-,-, 
20180306,TX     ,201803     ,084500,10735,2,-,-, 
20180306,TX     ,201803     ,084500,10733,4,-,-, 
20180306,TX     ,201803     ,084500,10733,2,-,-, 
20180306,TX     ,201803     ,084501,10735,2,-,-, 
20180306,TX     ,201803     ,084501,10734,4,-,-, 
20180306,TX     ,201803     ,084501,10734,4,-,-, 
20180306,TX     ,201803     ,084501,10735,16,-,-, 
20180306,TX     ,201803     ,084501,10734,2,-,-, 
20180306,TX     ,201803     ,084501,10733,2,-,-, 
20180306,TX     ,201803     ,084501,10733,2,-,-, 
20180306,TX     ,201803     ,084501,10734,2,-,-, 
20180306,TX     ,201803     ,084501,10734,2,-,-, 
20180306,TX     ,201803     ,084501,10733,2,-,-, 
20180306,TX     ,201803     ,084501,10733,2,-,-, 
