08:45:00 10970 10973 10959 10959 6014
08:50:00 10959 10963 10953 10961 2830
08:55:00 10961 10961 10957 10958 1375
09:00:00 10957 10985 10955 10981 6730
09:05:00 10981 10991 10976 10988 4363
09:10:00 10988 10997 10981 10995 3836
09:15:00 10994 10997 10984 10988 2980
09:20:00 10988 10994 10983 10984 1832
09:25:00 10984 10994 10982 10994 2146
09:30:00 10994 11001 10986 10988 4022
09:35:00 10988 11007 10988 11004 4161
09:40:00 11005 11009 10998 10999 2766
09:45:00 11000 11013 10997 11011 2907
09:50:00 11011 11016 11007 11014 3662
09:55:00 11014 11022 11013 11018 4052
10:00:00 11019 11021 11015 11016 1742
10:05:00 11016 11021 11008 11008 2656
10:10:00 11008 11009 10998 11002 2557
10:15:00 11002 11005 10997 11004 2217
10:20:00 11004 11007 11003 11003 988
10:25:00 11004 11004 10996 10996 1729
10:30:00 10996 11006 10995 10998 2337
10:35:00 10997 11004 10993 11004 1692
10:40:00 11003 11008 11003 11007 1288
10:45:00 11007 11013 11006 11006 1920
10:50:00 11006 11008 11003 11005 799
10:55:00 11005 11007 11003 11004 484
11:00:00 11004 11005 10998 10998 885
11:05:00 10998 10999 10985 10989 3191
11:10:00 10989 10993 10988 10991 1385
11:15:00 10991 10995 10988 10994 774
11:20:00 10994 11000 10992 10997 1190
11:25:00 10997 10999 10994 10994 792
11:30:00 10994 10996 10990 10992 837
11:35:00 10992 10995 10988 10988 1107
11:40:00 10989 10994 10988 10993 867
11:45:00 10993 10999 10993 10996 1133
11:50:00 10996 10997 10987 10991 1012
11:55:00 10992 10995 10990 10993 550
12:00:00 10993 11000 10991 11000 1055
12:05:00 11000 11000 10990 10994 873
12:10:00 10994 10996 10993 10995 324
12:15:00 10995 10996 10992 10993 429
12:20:00 10993 10993 10990 10991 591
12:25:00 10992 10995 10989 10994 831
12:30:00 10994 10996 10991 10992 448
12:35:00 10992 10993 10990 10993 313
12:40:00 10992 10995 10992 10994 405
12:45:00 10994 10997 10994 10994 657
12:50:00 10994 10997 10993 10995 317
12:55:00 10995 10995 10990 10990 519
13:00:00 10990 10991 10984 10988 2052
13:05:00 10988 10988 10966 10967 5408
13:10:00 10967 10972 10965 10970 2864
13:15:00 10969 10970 10965 10966 1618
13:20:00 10967 10970 10964 10966 1872
13:25:00 10965 10969 10964 10964 1938
13:30:00 10965 10968 10963 10964 2133
13:35:00 10965 10969 10964 10967 1479
13:40:00 10966 10968 10959 10960 3124
10953 11022
