20180831 08:45:00 10975 10993 10970 10992 5875
20180831 08:50:00 10992 11001 10985 11000 3792
20180831 08:55:00 11000 11002 10986 10987 2549
20180831 09:00:00 10987 11004 10983 11002 4870
20180831 09:05:00 11003 11005 10984 10989 3501
20180831 09:10:00 10989 10995 10982 10987 3547
20180831 09:15:00 10987 10995 10983 10991 2864
20180831 09:20:00 10991 10992 10965 10967 6204
20180831 09:25:00 10966 10976 10964 10975 4099
20180831 09:30:00 10975 10993 10975 10990 4751
20180831 09:35:00 10989 10992 10979 10980 2765
20180831 09:40:00 10980 10990 10972 10976 2435
20180831 09:45:00 10975 10985 10967 10983 3885
20180831 09:50:00 10983 10991 10980 10990 2284
20180831 09:55:00 10989 10991 10980 10986 1925
20180831 10:00:00 10986 10988 10978 10980 1492
20180831 10:05:00 10981 10985 10974 10977 2205
20180831 10:10:00 10976 10981 10970 10971 2195
20180831 10:15:00 10972 10978 10960 10967 3917
20180831 10:20:00 10968 10973 10963 10968 1969
20180831 10:25:00 10968 10972 10955 10956 3494
20180831 10:30:00 10955 10965 10953 10965 2924
20180831 10:35:00 10964 10971 10959 10971 1767
20180831 10:40:00 10970 10980 10970 10975 3447
20180831 10:45:00 10974 10975 10968 10970 1339
20180831 10:50:00 10969 10972 10964 10965 1533
20180831 10:55:00 10966 10975 10964 10969 1420
20180831 11:00:00 10970 10970 10963 10968 1036
20180831 11:05:00 10968 10977 10967 10977 1991
20180831 11:10:00 10977 10985 10975 10975 2687
20180831 11:15:00 10976 10978 10973 10977 809
20180831 11:20:00 10977 10978 10972 10976 678
20180831 11:25:00 10975 10982 10974 10980 880
20180831 11:30:00 10980 10980 10975 10978 841
20180831 11:35:00 10978 10983 10978 10981 888
20180831 11:40:00 10981 10986 10980 10983 1548
20180831 11:45:00 10983 10995 10983 10995 2759
20180831 11:50:00 10995 11001 10993 10998 2768
20180831 11:55:00 10998 10998 10985 10993 1636
20180831 12:00:00 10993 10996 10988 10990 1165
20180831 12:05:00 10991 10994 10987 10990 656
20180831 12:10:00 10991 10993 10989 10992 563
20180831 12:15:00 10992 10994 10987 10991 715
20180831 12:20:00 10990 10991 10985 10986 840
20180831 12:25:00 10986 10991 10984 10989 801
20180831 12:30:00 10989 10990 10985 10989 565
20180831 12:35:00 10990 10991 10987 10988 308
20180831 12:40:00 10988 10988 10983 10988 578
20180831 12:45:00 10989 10994 10988 10990 846
20180831 12:50:00 10990 10993 10983 10983 853
20180831 12:55:00 10984 10991 10984 10989 664
20180831 13:00:00 10989 11000 10988 10994 2416
20180831 13:05:00 10995 11001 10994 10999 1690
20180831 13:10:00 11000 11013 10998 11011 3644
20180831 13:15:00 11012 11017 11008 11012 2353
20180831 13:20:00 11012 11012 11002 11006 1813
20180831 13:25:00 11005 11022 11005 11006 5255
20180831 13:30:00 11005 11019 11003 11019 2770
20180831 13:35:00 11018 11023 11017 11021 2655
20180831 13:40:00 11021 11024 11020 11022 3408
20180903 08:45:00 11013 11045 11009 11035 5531
20180903 08:50:00 11037 11042 11030 11035 2568
20180903 08:55:00 11034 11035 11015 11030 3099
20180903 09:00:00 11030 11041 11026 11031 4221
20180903 09:05:00 11031 11036 11019 11019 3135
20180903 09:10:00 11019 11021 11005 11007 4504
20180903 09:15:00 11007 11012 10989 11000 7203
20180903 09:20:00 10999 11002 10997 10998 2103
20180903 09:25:00 10997 11006 10995 11002 2317
20180903 09:30:00 11002 11017 10991 11014 5424
20180903 09:35:00 11015 11015 11004 11007 2367
20180903 09:40:00 11006 11006 10996 11001 1988
20180903 09:45:00 11002 11006 10995 10998 1929
20180903 09:50:00 10999 11004 10993 10998 2148
20180903 09:55:00 10998 11015 10997 11012 3396
20180903 10:00:00 11012 11013 10976 10977 6108
20180903 10:05:00 10977 10977 10964 10970 7286
20180903 10:10:00 10970 10982 10967 10976 2850
20180903 10:15:00 10975 10980 10967 10973 2636
20180903 10:20:00 10973 10978 10970 10975 1062
20180903 10:25:00 10975 10975 10955 10955 4975
20180903 10:30:00 10956 10956 10945 10952 4663
20180903 10:35:00 10952 10961 10950 10958 1977
20180903 10:40:00 10958 10958 10948 10954 1417
20180903 10:45:00 10954 10954 10933 10952 5443
20180903 10:50:00 10951 10964 10949 10959 3163
20180903 10:55:00 10959 10968 10958 10962 2105
20180903 11:00:00 10962 10970 10962 10967 2135
20180903 11:05:00 10968 10970 10962 10963 1081
20180903 11:10:00 10963 10966 10960 10960 899
20180903 11:15:00 10960 10961 10954 10955 1120
20180903 11:20:00 10954 10954 10946 10950 2012
20180903 11:25:00 10951 10954 10943 10945 1886
20180903 11:30:00 10946 10947 10938 10945 2433
20180903 11:35:00 10944 10947 10937 10937 1193
20180903 11:40:00 10937 10944 10934 10934 1545
20180903 11:45:00 10935 10940 10928 10938 2928
20180903 11:50:00 10938 10945 10938 10942 1250
20180903 11:55:00 10941 10945 10936 10945 760
20180903 12:00:00 10945 10945 10942 10944 440
20180903 12:05:00 10944 10946 10939 10945 614
20180903 12:10:00 10945 10946 10940 10940 470
20180903 12:15:00 10940 10942 10934 10941 1050
20180903 12:20:00 10940 10944 10940 10941 475
20180903 12:25:00 10940 10942 10936 10940 652
20180903 12:30:00 10940 10940 10931 10936 1043
20180903 12:35:00 10937 10942 10936 10939 489
20180903 12:40:00 10939 10943 10938 10943 542
20180903 12:45:00 10943 10943 10933 10934 1178
20180903 12:50:00 10934 10935 10931 10932 931
20180903 12:55:00 10932 10937 10930 10933 936
20180903 13:00:00 10932 10937 10926 10929 1819
20180903 13:05:00 10931 10932 10921 10922 2228
20180903 13:10:00 10921 10929 10919 10923 2557
20180903 13:15:00 10923 10932 10923 10932 1340
20180903 13:20:00 10932 10937 10931 10935 1725
20180903 13:25:00 10935 10936 10924 10926 2082
20180903 13:30:00 10926 10937 10925 10930 2097
20180903 13:35:00 10930 10941 10929 10939 1927
20180903 13:40:00 10939 10940 10934 10935 2477
20180904 08:45:00 10963 10966 10955 10957 3245
20180904 08:50:00 10956 10970 10956 10969 2069
20180904 08:55:00 10970 10978 10967 10977 2274
20180904 09:00:00 10978 10992 10975 10990 5805
20180904 09:05:00 10989 10992 10976 10977 3594
20180904 09:10:00 10978 10980 10959 10962 6318
20180904 09:15:00 10962 10964 10942 10943 7456
20180904 09:20:00 10943 10951 10937 10940 4526
20180904 09:25:00 10940 10947 10938 10944 2382
20180904 09:30:00 10945 10958 10935 10951 6230
20180904 09:35:00 10951 10957 10944 10956 3214
20180904 09:40:00 10956 10971 10953 10968 4477
20180904 09:45:00 10968 10983 10965 10975 5665
20180904 09:50:00 10975 10980 10970 10979 2740
20180904 09:55:00 10979 10981 10966 10973 2551
20180904 10:00:00 10974 10975 10966 10969 1622
20180904 10:05:00 10969 10986 10969 10974 3523
20180904 10:10:00 10975 10975 10961 10964 2837
20180904 10:15:00 10964 10964 10954 10958 3353
20180904 10:20:00 10958 10961 10952 10955 2164
20180904 10:25:00 10955 10962 10952 10954 1744
20180904 10:30:00 10955 10962 10954 10959 1004
20180904 10:35:00 10959 10961 10954 10956 1365
20180904 10:40:00 10957 10961 10953 10960 1397
20180904 10:45:00 10960 10972 10960 10972 2399
20180904 10:50:00 10972 10972 10966 10968 1169
20180904 10:55:00 10968 10976 10964 10974 1928
20180904 11:00:00 10974 10977 10964 10965 1513
20180904 11:05:00 10965 10968 10961 10967 982
20180904 11:10:00 10968 10970 10957 10959 1383
20180904 11:15:00 10959 10959 10955 10958 1142
20180904 11:20:00 10958 10963 10956 10960 675
20180904 11:25:00 10960 10965 10955 10960 1172
20180904 11:30:00 10960 10960 10955 10960 513
20180904 11:35:00 10959 10964 10958 10964 674
20180904 11:40:00 10964 10964 10961 10962 404
20180904 11:45:00 10962 10966 10959 10965 612
20180904 11:50:00 10966 10970 10962 10970 905
20180904 11:55:00 10969 10972 10967 10969 936
20180904 12:00:00 10968 10970 10965 10968 457
20180904 12:05:00 10968 10969 10964 10969 424
20180904 12:10:00 10969 10978 10968 10970 1444
20180904 12:15:00 10970 10971 10967 10970 387
20180904 12:20:00 10970 10973 10968 10972 568
20180904 12:25:00 10972 10979 10971 10978 1681
20180904 12:30:00 10978 10994 10978 10989 4137
20180904 12:35:00 10989 10995 10985 10993 2489
20180904 12:40:00 10994 10997 10989 10991 1994
20180904 12:45:00 10991 10994 10989 10994 1290
20180904 12:50:00 10994 10995 10987 10994 1140
