08:45:00 10990 11007 10983 11002 3905
08:50:00 11002 11003 10998 11000 1170
08:55:00 10999 10999 10985 10986 2319
09:00:00 10985 10986 10961 10965 7260
09:05:00 10965 10974 10956 10970 4381
09:10:00 10970 10978 10969 10971 1966
09:15:00 10971 10972 10962 10968 2974
09:20:00 10967 10976 10963 10974 1859
09:25:00 10975 10988 10973 10983 3218
09:30:00 10983 10999 10979 10987 5829
09:35:00 10987 10992 10981 10988 2908
09:40:00 10987 10996 10984 10991 3027
09:45:00 10991 11006 10987 11005 4860
09:50:00 11006 11020 11005 11015 6565
09:55:00 11015 11028 11014 11024 4526
10:00:00 11024 11032 11020 11024 3953
10:05:00 11025 11031 11023 11025 1857
10:10:00 11024 11029 11021 11028 2005
10:15:00 11029 11034 11023 11024 2300
10:20:00 11025 11026 11022 11023 742
10:25:00 11022 11036 11022 11034 2427
10:30:00 11034 11036 11028 11030 1756
10:35:00 11029 11031 11025 11027 1132
10:40:00 11027 11029 11024 11024 772
10:45:00 11024 11027 11017 11019 1699
10:50:00 11018 11020 11015 11017 1580
10:55:00 11016 11020 11010 11011 1908
11:00:00 11010 11019 11002 11019 3148
11:05:00 11019 11021 11015 11020 1048
11:10:00 11020 11020 11016 11017 757
11:15:00 11018 11018 11013 11014 599
11:20:00 11015 11018 11006 11007 1396
11:25:00 11007 11008 10968 10974 8974
11:30:00 10975 10975 10962 10972 5057
11:35:00 10972 10975 10959 10973 4305
11:40:00 10972 10977 10969 10975 1324
11:45:00 10974 10977 10969 10976 1829
11:50:00 10977 10981 10974 10979 1186
11:55:00 10979 10980 10972 10978 1079
12:00:00 10978 10978 10972 10974 617
12:05:00 10975 10978 10969 10972 1194
12:10:00 10972 10986 10972 10985 1205
12:15:00 10985 10985 10980 10982 1024
12:20:00 10982 10986 10980 10983 742
12:25:00 10984 10985 10981 10982 306
12:30:00 10982 10984 10978 10980 591
12:35:00 10980 10984 10980 10984 400
12:40:00 10984 10991 10983 10991 1227
12:45:00 10991 10993 10987 10988 946
12:50:00 10988 10989 10986 10986 328
12:55:00 10986 10991 10983 10991 1028
13:00:00 10990 10995 10985 10985 2183
13:05:00 10985 10986 10977 10977 1480
13:10:00 10977 10979 10970 10977 2431
13:15:00 10978 10983 10976 10982 910
13:20:00 10982 10991 10982 10990 1508
13:25:00 10989 10992 10983 10991 1497
13:30:00 10991 10992 10985 10987 1307
13:35:00 10986 10989 10982 10983 1236
13:40:00 10984 10985 10979 10982 1803
10956 11036
