08:45:00 11038 11043 11031 11036 3291
08:50:00 11035 11036 11028 11029 1790
08:55:00 11029 11030 11017 11020 2444
09:00:00 11020 11021 10992 10994 9010
09:05:00 10994 10998 10974 10976 9443
09:10:00 10976 10987 10967 10983 6542
09:15:00 10984 10984 10976 10981 3050
09:20:00 10981 10982 10970 10978 3685
09:25:00 10978 10985 10956 10958 8861
09:30:00 10958 10966 10941 10947 6499
09:35:00 10948 10966 10943 10960 4826
09:40:00 10960 10974 10958 10971 3673
09:45:00 10971 10979 10966 10973 3220
09:50:00 10973 10975 10967 10969 2519
09:55:00 10969 10973 10964 10971 1763
10:00:00 10971 10975 10960 10961 2424
10:05:00 10961 10966 10933 10933 5418
10:10:00 10933 10946 10932 10945 3728
10:15:00 10944 10954 10940 10951 2133
10:20:00 10951 10954 10948 10954 1089
10:25:00 10954 10957 10942 10943 1485
10:30:00 10944 10952 10942 10951 1305
10:35:00 10952 10959 10948 10950 1639
10:40:00 10949 10950 10942 10942 1192
10:45:00 10942 10945 10935 10943 2896
10:50:00 10943 10947 10923 10926 3986
10:55:00 10927 10934 10925 10932 1824
11:00:00 10932 10963 10931 10951 5379
11:05:00 10951 10958 10949 10957 1544
11:10:00 10957 10965 10949 10964 2219
11:15:00 10964 10965 10947 10950 2330
11:20:00 10950 10956 10947 10952 1121
11:25:00 10953 10954 10950 10952 584
11:30:00 10952 10953 10945 10945 1306
11:35:00 10945 10952 10945 10950 639
11:40:00 10949 10952 10947 10947 467
11:45:00 10947 10949 10940 10942 1018
11:50:00 10942 10949 10942 10945 652
11:55:00 10945 10947 10940 10947 708
12:00:00 10947 10955 10946 10949 1072
12:05:00 10949 10952 10946 10951 590
12:10:00 10951 10951 10941 10947 766
12:15:00 10947 10956 10946 10953 937
12:20:00 10954 10956 10945 10949 1261
12:25:00 10949 10957 10949 10949 1203
12:30:00 10950 10953 10948 10951 422
12:35:00 10950 10952 10949 10950 380
12:40:00 10949 10950 10936 10944 2238
12:45:00 10944 10948 10943 10943 1016
12:50:00 10944 10945 10932 10934 1907
12:55:00 10935 10942 10932 10941 1359
13:00:00 10941 10973 10939 10973 5600
13:05:00 10972 11004 10967 11002 9165
13:10:00 11002 11035 11001 11027 7671
13:15:00 11027 11028 10985 11010 8652
13:20:00 11011 11012 11002 11002 3209
13:25:00 11003 11029 10990 11006 8447
13:30:00 11006 11008 10998 11002 2966
13:35:00 11002 11007 11002 11007 1755
13:40:00 11006 11019 11006 11017 4104
10923 11043
