08:45:00 11048 11061 11037 11057 5490
08:50:00 11057 11060 11052 11053 1674
08:55:00 11053 11057 11048 11048 1338
09:00:00 11049 11051 11034 11037 5828
09:05:00 11037 11052 11030 11039 5062
09:10:00 11039 11044 11027 11029 3713
09:15:00 11028 11040 11028 11038 2719
09:20:00 11038 11056 11033 11052 4678
09:25:00 11052 11059 11048 11051 3530
09:30:00 11050 11066 11042 11046 5318
09:35:00 11046 11057 11045 11056 2051
09:40:00 11054 11063 11051 11059 2192
09:45:00 11058 11061 11047 11048 2035
09:50:00 11048 11048 11037 11038 3943
09:55:00 11038 11045 11037 11041 1562
10:00:00 11040 11057 11040 11056 2988
10:05:00 11056 11058 11053 11055 1083
10:10:00 11054 11057 11049 11052 1125
10:15:00 11052 11054 11048 11050 649
10:20:00 11049 11060 11049 11055 1237
10:25:00 11056 11060 11053 11055 921
10:30:00 11056 11059 11048 11051 1259
10:35:00 11050 11057 11045 11046 1768
10:40:00 11046 11047 11040 11045 2030
10:45:00 11044 11048 11043 11043 778
10:50:00 11043 11046 11037 11044 1171
10:55:00 11044 11044 11022 11027 5799
11:00:00 11026 11027 11020 11024 2687
11:05:00 11024 11028 11020 11022 2314
11:10:00 11023 11025 11009 11012 4593
11:15:00 11013 11014 11007 11010 2569
11:20:00 11011 11013 11003 11009 2224
11:25:00 11009 11015 11006 11012 1436
11:30:00 11012 11024 11011 11021 2776
11:35:00 11021 11024 11019 11021 996
11:40:00 11022 11025 11020 11023 749
11:45:00 11022 11029 11021 11027 1846
11:50:00 11026 11029 11016 11020 2192
11:55:00 11020 11024 11018 11020 623
12:00:00 11019 11021 11016 11020 747
12:05:00 11020 11021 11011 11012 1317
12:10:00 11011 11016 11010 11016 774
12:15:00 11016 11020 11013 11019 1021
12:20:00 11019 11022 11018 11022 606
12:25:00 11022 11024 11020 11022 632
12:30:00 11022 11023 11020 11021 479
12:35:00 11022 11025 11017 11017 994
12:40:00 11017 11032 11017 11029 1665
12:45:00 11029 11034 11027 11030 1904
12:50:00 11030 11034 11028 11031 1622
12:55:00 11030 11035 11030 11035 702
13:00:00 11035 11045 11035 11043 2566
13:05:00 11043 11050 11041 11044 2102
13:10:00 11044 11047 11038 11040 1341
13:15:00 11041 11041 11035 11035 1332
13:20:00 11035 11038 11033 11034 855
13:25:00 11034 11037 11022 11025 3184
13:30:00 11025 11029 11021 11026 1908
13:35:00 11026 11032 11025 11032 1427
13:40:00 11031 11034 11030 11031 2570
