20180601 -20
20180604 40
20180605 -20
20180606 -20
20180607 -20
20180608 -20
20180611 40
20180612 -20
20180613 -20
20180614 -20
20180615 -20
20180619 -20
20180620 -20
20180621 40
20180622 -20
20180625 40
20180626 40
