Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180330,MTX    ,201804     ,184004,10949,2,-,-, 
20180330,MTX    ,201804     ,184015,10948,2,-,-, 
20180330,MTX    ,201804     ,184015,10948,2,-,-, 
20180330,MTX    ,201804     ,184015,10948,2,-,-, 
20180330,MTX    ,201804     ,184015,10948,2,-,-, 
20180330,MTX    ,201804     ,184015,10949,2,-,-, 
20180330,MTX    ,201804     ,184052,10948,2,-,-, 
20180330,MTX    ,201804     ,184052,10948,2,-,-, 
20180330,MTX    ,201804     ,184056,10948,2,-,-, 
20180330,MTX    ,201804     ,184100,10948,2,-,-, 
20180330,MTX    ,201804     ,184101,10948,2,-,-, 
20180330,MTX    ,201804     ,184134,10948,2,-,-, 
20180330,MTX    ,201804     ,184136,10948,2,-,-, 
20180330,MTX    ,201804     ,184138,10948,2,-,-, 
20180330,MTX    ,201804     ,184139,10948,2,-,-, 
20180330,MTX    ,201804     ,184143,10948,2,-,-, 
20180330,MTX    ,201804     ,184153,10949,2,-,-, 
20180330,MTX    ,201804     ,184153,10948,2,-,-, 
20180330,MTX    ,201804     ,184202,10948,2,-,-, 
20180330,MTX    ,201804     ,184212,10948,2,-,-, 
20180330,MTX    ,201804     ,184241,10948,2,-,-, 
20180330,MTX    ,201804     ,184241,10948,2,-,-, 
20180330,MTX    ,201804     ,184243,10948,2,-,-, 
20180330,MTX    ,201804     ,184245,10949,2,-,-, 
20180330,MTX    ,201804     ,184252,10948,2,-,-, 
20180330,MTX    ,201804     ,184257,10948,2,-,-, 
20180330,MTX    ,201804     ,184300,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184302,10948,2,-,-, 
20180330,MTX    ,201804     ,184303,10947,2,-,-, 
20180330,MTX    ,201804     ,184303,10947,2,-,-, 
20180330,MTX    ,201804     ,184318,10947,2,-,-, 
20180330,MTX    ,201804     ,184318,10947,2,-,-, 
20180330,MTX    ,201804     ,184322,10948,2,-,-, 
20180330,MTX    ,201804     ,184329,10948,2,-,-, 
20180330,MTX    ,201804     ,184358,10948,2,-,-, 
20180330,MTX    ,201804     ,184358,10948,2,-,-, 
20180330,MTX    ,201804     ,184403,10948,6,-,-, 
20180330,MTX    ,201804     ,184405,10948,4,-,-, 
20180330,MTX    ,201804     ,184410,10948,4,-,-, 
20180330,MTX    ,201804     ,184423,10948,2,-,-, 
20180330,MTX    ,201804     ,184431,10948,4,-,-, 
20180330,MTX    ,201804     ,184448,10948,2,-,-, 
20180330,MTX    ,201804     ,184453,10948,6,-,-, 
20180330,MTX    ,201804     ,184501,10948,4,-,-, 
20180330,MTX    ,201804     ,184503,10948,2,-,-, 
20180330,MTX    ,201804     ,184503,10948,2,-,-, 
20180330,MTX    ,201804     ,184503,10947,2,-,-, 
20180330,MTX    ,201804     ,184504,10947,2,-,-, 
20180330,MTX    ,201804     ,184504,10947,2,-,-, 
20180330,MTX    ,201804     ,184504,10947,2,-,-, 
20180330,MTX    ,201804     ,184504,10947,2,-,-, 
20180330,MTX    ,201804     ,184510,10947,2,-,-, 
20180330,MTX    ,201804     ,184516,10947,2,-,-, 
20180330,MTX    ,201804     ,184516,10947,2,-,-, 
20180330,MTX    ,201804     ,184516,10947,2,-,-, 
20180330,MTX    ,201804     ,184516,10947,2,-,-, 
20180330,MTX    ,201804     ,184519,10947,6,-,-, 
20180330,MTX    ,201804     ,184521,10947,2,-,-, 
20180330,MTX    ,201804     ,184521,10947,2,-,-, 
20180330,MTX    ,201804     ,184522,10947,2,-,-, 
20180330,MTX    ,201804     ,184523,10947,2,-,-, 
20180330,MTX    ,201804     ,184523,10947,2,-,-, 
20180330,MTX    ,201804     ,184523,10947,2,-,-, 
20180330,MTX    ,201804     ,184524,10947,2,-,-, 
20180330,MTX    ,201804     ,184524,10947,2,-,-, 
20180330,MTX    ,201804     ,184524,10947,2,-,-, 
20180330,MTX    ,201804     ,184525,10947,2,-,-, 
20180330,MTX    ,201804     ,184525,10947,2,-,-, 
20180330,MTX    ,201804     ,184525,10947,2,-,-, 
20180330,MTX    ,201804     ,184526,10947,2,-,-, 
20180330,MTX    ,201804     ,184526,10947,2,-,-, 
20180330,MTX    ,201804     ,184528,10946,2,-,-, 
20180330,MTX    ,201804     ,184528,10946,2,-,-, 
20180330,MTX    ,201804     ,184528,10946,2,-,-, 
20180330,MTX    ,201804     ,184535,10946,2,-,-, 
20180330,MTX    ,201804     ,184602,10946,12,-,-, 
20180330,MTX    ,201804     ,184623,10946,2,-,-, 
20180330,MTX    ,201804     ,184631,10946,2,-,-, 
20180330,MTX    ,201804     ,184631,10946,2,-,-, 
20180330,MTX    ,201804     ,184632,10946,2,-,-, 
20180330,MTX    ,201804     ,184637,10947,2,-,-, 
20180330,MTX    ,201804     ,184656,10947,2,-,-, 
20180330,MTX    ,201804     ,184711,10946,2,-,-, 
20180330,MTX    ,201804     ,184713,10947,4,-,-, 
20180330,MTX    ,201804     ,184726,10947,2,-,-, 
20180330,MTX    ,201804     ,184731,10947,2,-,-, 
20180330,MTX    ,201804     ,184734,10947,6,-,-, 
20180330,MTX    ,201804     ,184735,10947,2,-,-, 
20180330,MTX    ,201804     ,184737,10947,2,-,-, 
20180330,MTX    ,201804     ,184748,10947,2,-,-, 
20180330,MTX    ,201804     ,184809,10947,2,-,-, 
20180330,MTX    ,201804     ,184810,10947,2,-,-, 
20180330,MTX    ,201804     ,184825,10947,2,-,-, 
20180330,MTX    ,201804     ,184832,10947,2,-,-, 
20180330,MTX    ,201804     ,184851,10947,2,-,-, 
20180330,MTX    ,201804     ,184851,10947,2,-,-, 
20180330,MTX    ,201804     ,184852,10947,2,-,-, 
20180330,MTX    ,201804     ,184856,10947,2,-,-, 
20180330,MTX    ,201804     ,184859,10947,2,-,-, 
20180330,MTX    ,201804     ,184859,10947,4,-,-, 
20180330,MTX    ,201804     ,184912,10947,4,-,-, 
20180330,MTX    ,201804     ,184917,10947,2,-,-, 
20180330,MTX    ,201804     ,184922,10947,2,-,-, 
20180330,MTX    ,201804     ,184937,10947,2,-,-, 
20180330,MTX    ,201804     ,184937,10947,2,-,-, 
20180330,MTX    ,201804     ,184950,10948,2,-,-, 
20180330,MTX    ,201804     ,184954,10947,2,-,-, 
20180330,MTX    ,201804     ,185003,10947,2,-,-, 
20180330,MTX    ,201804     ,185003,10947,2,-,-, 
20180330,MTX    ,201804     ,185006,10947,2,-,-, 
20180330,MTX    ,201804     ,185043,10947,2,-,-, 
20180330,MTX    ,201804     ,185103,10948,4,-,-, 
20180330,MTX    ,201804     ,185106,10947,2,-,-, 
20180330,MTX    ,201804     ,185125,10947,2,-,-, 
20180330,MTX    ,201804     ,185129,10947,2,-,-, 
20180330,MTX    ,201804     ,185136,10948,4,-,-, 
20180330,MTX    ,201804     ,185147,10948,2,-,-, 
20180330,MTX    ,201804     ,185147,10948,4,-,-, 
20180330,MTX    ,201804     ,185147,10948,4,-,-, 
20180330,MTX    ,201804     ,185151,10948,2,-,-, 
20180330,MTX    ,201804     ,185156,10948,2,-,-, 
20180330,MTX    ,201804     ,185201,10948,2,-,-, 
20180330,MTX    ,201804     ,185202,10949,4,-,-, 
20180330,MTX    ,201804     ,185219,10949,2,-,-, 
20180330,MTX    ,201804     ,185231,10948,2,-,-, 
20180330,MTX    ,201804     ,185248,10949,2,-,-, 
20180330,MTX    ,201804     ,185322,10948,2,-,-, 
20180330,MTX    ,201804     ,185325,10949,4,-,-, 
20180330,MTX    ,201804     ,185327,10949,2,-,-, 
20180330,MTX    ,201804     ,185338,10949,2,-,-, 
20180330,MTX    ,201804     ,185344,10949,2,-,-, 
20180330,MTX    ,201804     ,185348,10949,2,-,-, 
20180330,MTX    ,201804     ,185355,10950,2,-,-, 
20180330,MTX    ,201804     ,185403,10949,2,-,-, 
20180330,MTX    ,201804     ,185409,10949,6,-,-, 
20180330,MTX    ,201804     ,185412,10949,2,-,-, 
20180330,MTX    ,201804     ,185455,10949,2,-,-, 
20180330,MTX    ,201804     ,185457,10949,4,-,-, 
20180330,MTX    ,201804     ,185505,10949,2,-,-, 
20180330,MTX    ,201804     ,185505,10949,2,-,-, 
20180330,MTX    ,201804     ,185505,10949,2,-,-, 
20180330,MTX    ,201804     ,185505,10949,4,-,-, 
20180330,MTX    ,201804     ,185507,10949,2,-,-, 
20180330,MTX    ,201804     ,185508,10949,2,-,-, 
20180330,MTX    ,201804     ,185511,10949,4,-,-, 
20180330,MTX    ,201804     ,185515,10949,2,-,-, 
20180330,MTX    ,201804     ,185519,10949,2,-,-, 
20180330,MTX    ,201804     ,185520,10949,2,-,-, 
20180330,MTX    ,201804     ,185538,10948,2,-,-, 
20180330,MTX    ,201804     ,185540,10949,2,-,-, 
20180330,MTX    ,201804     ,185625,10949,2,-,-, 
20180330,MTX    ,201804     ,185626,10948,2,-,-, 
20180330,MTX    ,201804     ,185639,10949,2,-,-, 
20180330,MTX    ,201804     ,185723,10949,2,-,-, 
20180330,MTX    ,201804     ,185735,10948,2,-,-, 
20180330,MTX    ,201804     ,185735,10948,2,-,-, 
20180330,MTX    ,201804     ,185738,10949,28,-,-, 
20180330,MTX    ,201804     ,185738,10950,40,-,-, 
20180330,MTX    ,201804     ,185739,10950,20,-,-, 
20180330,MTX    ,201804     ,185739,10951,20,-,-, 
20180330,MTX    ,201804     ,185741,10950,2,-,-, 
20180330,MTX    ,201804     ,185742,10950,16,-,-, 
20180330,MTX    ,201804     ,185800,10951,2,-,-, 
20180330,MTX    ,201804     ,185811,10951,2,-,-, 
20180330,MTX    ,201804     ,185812,10951,2,-,-, 
20180330,MTX    ,201804     ,185825,10951,2,-,-, 
20180330,MTX    ,201804     ,185831,10951,12,-,-, 
20180330,MTX    ,201804     ,185842,10951,2,-,-, 
20180330,MTX    ,201804     ,185842,10951,2,-,-, 
20180330,MTX    ,201804     ,185849,10950,2,-,-, 
20180330,MTX    ,201804     ,185915,10950,2,-,-, 
20180330,MTX    ,201804     ,185915,10950,2,-,-, 
20180330,MTX    ,201804     ,185922,10951,12,-,-, 
20180330,MTX    ,201804     ,185926,10950,2,-,-, 
20180330,MTX    ,201804     ,185932,10950,2,-,-, 
20180330,MTX    ,201804     ,185932,10950,2,-,-, 
20180330,MTX    ,201804     ,185932,10950,2,-,-, 
20180330,MTX    ,201804     ,185937,10951,4,-,-, 
20180330,MTX    ,201804     ,190003,10951,2,-,-, 
20180330,MTX    ,201804     ,190003,10951,8,-,-, 
20180330,MTX    ,201804     ,190004,10951,2,-,-, 
20180330,MTX    ,201804     ,190004,10951,2,-,-, 
20180330,MTX    ,201804     ,190007,10951,2,-,-, 
20180330,MTX    ,201804     ,190017,10951,2,-,-, 
20180330,MTX    ,201804     ,190043,10951,6,-,-, 
20180330,MTX    ,201804     ,190054,10951,8,-,-, 
20180330,MTX    ,201804     ,190056,10951,8,-,-, 
20180330,MTX    ,201804     ,190102,10952,4,-,-, 
20180330,MTX    ,201804     ,190102,10952,4,-,-, 
20180330,MTX    ,201804     ,190111,10952,2,-,-, 
20180330,MTX    ,201804     ,190113,10952,2,-,-, 
20180330,MTX    ,201804     ,190121,10952,2,-,-, 
20180330,MTX    ,201804     ,190132,10951,2,-,-, 
20180330,MTX    ,201804     ,190132,10951,2,-,-, 
20180330,MTX    ,201804     ,190139,10951,2,-,-, 
20180330,MTX    ,201804     ,190142,10951,2,-,-, 
20180330,MTX    ,201804     ,190144,10951,2,-,-, 
20180330,MTX    ,201804     ,190144,10951,6,-,-, 
20180330,MTX    ,201804     ,190144,10951,2,-,-, 
20180330,MTX    ,201804     ,190154,10951,2,-,-, 
20180330,MTX    ,201804     ,190158,10950,2,-,-, 
20180330,MTX    ,201804     ,190203,10951,2,-,-, 
20180330,MTX    ,201804     ,190220,10951,4,-,-, 
20180330,MTX    ,201804     ,190239,10951,4,-,-, 
20180330,MTX    ,201804     ,190246,10951,2,-,-, 
20180330,MTX    ,201804     ,190308,10951,2,-,-, 
20180330,MTX    ,201804     ,190311,10950,2,-,-, 
20180330,MTX    ,201804     ,190318,10950,2,-,-, 
20180330,MTX    ,201804     ,190321,10951,2,-,-, 
20180330,MTX    ,201804     ,190336,10950,2,-,-, 
20180330,MTX    ,201804     ,190342,10951,2,-,-, 
20180330,MTX    ,201804     ,190343,10951,2,-,-, 
20180330,MTX    ,201804     ,190350,10950,2,-,-, 
20180330,MTX    ,201804     ,190400,10950,2,-,-, 
20180330,MTX    ,201804     ,190415,10950,2,-,-, 
20180330,MTX    ,201804     ,190418,10950,2,-,-, 
20180330,MTX    ,201804     ,190419,10950,2,-,-, 
20180330,MTX    ,201804     ,190427,10950,2,-,-, 
20180330,MTX    ,201804     ,190433,10950,2,-,-, 
20180330,MTX    ,201804     ,190434,10950,2,-,-, 
20180330,MTX    ,201804     ,190435,10950,2,-,-, 
20180330,MTX    ,201804     ,190439,10950,2,-,-, 
20180330,MTX    ,201804     ,190439,10950,2,-,-, 
20180330,MTX    ,201804     ,190439,10950,2,-,-, 
20180330,MTX    ,201804     ,190440,10950,2,-,-, 
20180330,MTX    ,201804     ,190445,10950,2,-,-, 
20180330,MTX    ,201804     ,190521,10950,2,-,-, 
20180330,MTX    ,201804     ,190521,10950,2,-,-, 
20180330,MTX    ,201804     ,190522,10950,2,-,-, 
20180330,MTX    ,201804     ,190525,10950,2,-,-, 
20180330,MTX    ,201804     ,190535,10949,2,-,-, 
20180330,MTX    ,201804     ,190542,10950,4,-,-, 
20180330,MTX    ,201804     ,190543,10949,2,-,-, 
20180330,MTX    ,201804     ,190544,10949,2,-,-, 
20180330,MTX    ,201804     ,190544,10949,2,-,-, 
20180330,MTX    ,201804     ,190557,10950,2,-,-, 
20180330,MTX    ,201804     ,190559,10949,2,-,-, 
20180330,MTX    ,201804     ,190559,10949,2,-,-, 
20180330,MTX    ,201804     ,190613,10950,2,-,-, 
20180330,MTX    ,201804     ,190639,10949,6,-,-, 
20180330,MTX    ,201804     ,190640,10949,2,-,-, 
20180330,MTX    ,201804     ,190650,10949,2,-,-, 
20180330,MTX    ,201804     ,190701,10949,2,-,-, 
20180330,MTX    ,201804     ,190824,10949,2,-,-, 
20180330,MTX    ,201804     ,190829,10948,2,-,-, 
20180330,MTX    ,201804     ,190846,10948,2,-,-, 
20180330,MTX    ,201804     ,190901,10948,2,-,-, 
20180330,MTX    ,201804     ,190913,10949,2,-,-, 
20180330,MTX    ,201804     ,190942,10948,2,-,-, 
20180330,MTX    ,201804     ,190950,10949,2,-,-, 
20180330,MTX    ,201804     ,191026,10948,2,-,-, 
20180330,MTX    ,201804     ,191026,10948,2,-,-, 
20180330,MTX    ,201804     ,191027,10948,2,-,-, 
20180330,MTX    ,201804     ,191027,10948,2,-,-, 
20180330,MTX    ,201804     ,191027,10948,2,-,-, 
20180330,MTX    ,201804     ,191027,10948,2,-,-, 
20180330,MTX    ,201804     ,191030,10948,2,-,-, 
20180330,MTX    ,201804     ,191030,10948,2,-,-, 
20180330,MTX    ,201804     ,191037,10949,2,-,-, 
20180330,MTX    ,201804     ,191102,10948,2,-,-, 
20180330,MTX    ,201804     ,191109,10948,2,-,-, 
20180330,MTX    ,201804     ,191121,10948,2,-,-, 
20180330,MTX    ,201804     ,191121,10948,2,-,-, 
20180330,MTX    ,201804     ,191136,10948,2,-,-, 
20180330,MTX    ,201804     ,191137,10948,2,-,-, 
20180330,MTX    ,201804     ,191137,10948,2,-,-, 
20180330,MTX    ,201804     ,191149,10947,2,-,-, 
20180330,MTX    ,201804     ,191149,10948,2,-,-, 
20180330,MTX    ,201804     ,191155,10947,2,-,-, 
20180330,MTX    ,201804     ,191205,10947,2,-,-, 
20180330,MTX    ,201804     ,191206,10947,2,-,-, 
20180330,MTX    ,201804     ,191209,10947,2,-,-, 
20180330,MTX    ,201804     ,191209,10947,2,-,-, 
20180330,MTX    ,201804     ,191215,10947,2,-,-, 
20180330,MTX    ,201804     ,191218,10947,2,-,-, 
20180330,MTX    ,201804     ,191219,10947,2,-,-, 
20180330,MTX    ,201804     ,191220,10947,2,-,-, 
20180330,MTX    ,201804     ,191229,10947,2,-,-, 
20180330,MTX    ,201804     ,191233,10946,2,-,-, 
20180330,MTX    ,201804     ,191243,10946,2,-,-, 
20180330,MTX    ,201804     ,191247,10946,2,-,-, 
20180330,MTX    ,201804     ,191257,10946,2,-,-, 
20180330,MTX    ,201804     ,191257,10946,2,-,-, 
20180330,MTX    ,201804     ,191315,10946,2,-,-, 
20180330,MTX    ,201804     ,191318,10946,2,-,-, 
20180330,MTX    ,201804     ,191318,10946,2,-,-, 
20180330,MTX    ,201804     ,191318,10946,4,-,-, 
20180330,MTX    ,201804     ,191318,10946,6,-,-, 
20180330,MTX    ,201804     ,191321,10946,2,-,-, 
20180330,MTX    ,201804     ,191338,10946,2,-,-, 
20180330,MTX    ,201804     ,191359,10946,2,-,-, 
20180330,MTX    ,201804     ,191402,10946,2,-,-, 
20180330,MTX    ,201804     ,191415,10946,2,-,-, 
20180330,MTX    ,201804     ,191415,10946,2,-,-, 
20180330,MTX    ,201804     ,191418,10946,2,-,-, 
20180330,MTX    ,201804     ,191421,10946,2,-,-, 
20180330,MTX    ,201804     ,191422,10946,2,-,-, 
20180330,MTX    ,201804     ,191422,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10946,2,-,-, 
20180330,MTX    ,201804     ,191423,10945,2,-,-, 
20180330,MTX    ,201804     ,191423,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,6,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,2,-,-, 
20180330,MTX    ,201804     ,191424,10945,6,-,-, 
20180330,MTX    ,201804     ,191425,10945,2,-,-, 
20180330,MTX    ,201804     ,191425,10945,2,-,-, 
20180330,MTX    ,201804     ,191425,10945,2,-,-, 
20180330,MTX    ,201804     ,191425,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191426,10945,2,-,-, 
20180330,MTX    ,201804     ,191427,10945,2,-,-, 
20180330,MTX    ,201804     ,191427,10945,2,-,-, 
20180330,MTX    ,201804     ,191427,10945,2,-,-, 
20180330,MTX    ,201804     ,191428,10945,2,-,-, 
20180330,MTX    ,201804     ,191428,10945,2,-,-, 
20180330,MTX    ,201804     ,191429,10945,2,-,-, 
20180330,MTX    ,201804     ,191429,10945,2,-,-, 
20180330,MTX    ,201804     ,191429,10945,2,-,-, 
20180330,MTX    ,201804     ,191429,10945,2,-,-, 
20180330,MTX    ,201804     ,191429,10945,2,-,-, 
20180330,MTX    ,201804     ,191430,10945,2,-,-, 
20180330,MTX    ,201804     ,191430,10945,2,-,-, 
20180330,MTX    ,201804     ,191430,10945,4,-,-, 
20180330,MTX    ,201804     ,191430,10945,2,-,-, 
20180330,MTX    ,201804     ,191434,10945,4,-,-, 
20180330,MTX    ,201804     ,191438,10946,2,-,-, 
20180330,MTX    ,201804     ,191443,10945,2,-,-, 
20180330,MTX    ,201804     ,191506,10945,2,-,-, 
20180330,MTX    ,201804     ,191506,10945,8,-,-, 
20180330,MTX    ,201804     ,191506,10946,2,-,-, 
20180330,MTX    ,201804     ,191507,10946,2,-,-, 
20180330,MTX    ,201804     ,191507,10946,2,-,-, 
20180330,MTX    ,201804     ,191507,10946,2,-,-, 
20180330,MTX    ,201804     ,191507,10946,6,-,-, 
20180330,MTX    ,201804     ,191507,10947,2,-,-, 
20180330,MTX    ,201804     ,191507,10947,4,-,-, 
20180330,MTX    ,201804     ,191507,10947,2,-,-, 
20180330,MTX    ,201804     ,191507,10947,8,-,-, 
20180330,MTX    ,201804     ,191507,10947,4,-,-, 
20180330,MTX    ,201804     ,191507,10948,4,-,-, 
20180330,MTX    ,201804     ,191507,10948,4,-,-, 
20180330,MTX    ,201804     ,191507,10947,6,-,-, 
20180330,MTX    ,201804     ,191507,10947,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,6,-,-, 
20180330,MTX    ,201804     ,191507,10948,2,-,-, 
20180330,MTX    ,201804     ,191507,10948,4,-,-, 
20180330,MTX    ,201804     ,191507,10949,4,-,-, 
20180330,MTX    ,201804     ,191507,10949,2,-,-, 
20180330,MTX    ,201804     ,191507,10949,2,-,-, 
20180330,MTX    ,201804     ,191508,10949,2,-,-, 
20180330,MTX    ,201804     ,191508,10949,2,-,-, 
20180330,MTX    ,201804     ,191508,10949,4,-,-, 
20180330,MTX    ,201804     ,191509,10948,6,-,-, 
20180330,MTX    ,201804     ,191509,10945,2,-,-, 
20180330,MTX    ,201804     ,191519,10947,6,-,-, 
20180330,MTX    ,201804     ,191539,10947,2,-,-, 
20180330,MTX    ,201804     ,191604,10947,2,-,-, 
20180330,MTX    ,201804     ,191604,10946,2,-,-, 
20180330,MTX    ,201804     ,191604,10946,2,-,-, 
20180330,MTX    ,201804     ,191615,10946,2,-,-, 
20180330,MTX    ,201804     ,191615,10946,2,-,-, 
20180330,MTX    ,201804     ,191615,10946,2,-,-, 
20180330,MTX    ,201804     ,191615,10946,2,-,-, 
20180330,MTX    ,201804     ,191648,10946,2,-,-, 
20180330,MTX    ,201804     ,191653,10946,2,-,-, 
20180330,MTX    ,201804     ,191802,10945,2,-,-, 
20180330,MTX    ,201804     ,191802,10945,2,-,-, 
20180330,MTX    ,201804     ,191822,10945,2,-,-, 
20180330,MTX    ,201804     ,191822,10945,2,-,-, 
20180330,MTX    ,201804     ,191832,10945,2,-,-, 
20180330,MTX    ,201804     ,191832,10945,2,-,-, 
20180330,MTX    ,201804     ,191833,10945,2,-,-, 
20180330,MTX    ,201804     ,191846,10945,2,-,-, 
20180330,MTX    ,201804     ,191853,10945,2,-,-, 
20180330,MTX    ,201804     ,191853,10945,2,-,-, 
20180330,MTX    ,201804     ,191853,10945,2,-,-, 
20180330,MTX    ,201804     ,191856,10945,2,-,-, 
20180330,MTX    ,201804     ,191856,10945,2,-,-, 
20180330,MTX    ,201804     ,191906,10945,2,-,-, 
20180330,MTX    ,201804     ,191906,10945,2,-,-, 
20180330,MTX    ,201804     ,191928,10945,4,-,-, 
20180330,MTX    ,201804     ,191928,10945,2,-,-, 
20180330,MTX    ,201804     ,191946,10945,2,-,-, 
20180330,MTX    ,201804     ,191948,10945,2,-,-, 
20180330,MTX    ,201804     ,191948,10945,2,-,-, 
20180330,MTX    ,201804     ,191955,10945,2,-,-, 
20180330,MTX    ,201804     ,192008,10945,2,-,-, 
20180330,MTX    ,201804     ,192013,10945,2,-,-, 
20180330,MTX    ,201804     ,192015,10945,8,-,-, 
20180330,MTX    ,201804     ,192107,10945,4,-,-, 
20180330,MTX    ,201804     ,192114,10945,2,-,-, 
20180330,MTX    ,201804     ,192122,10945,2,-,-, 
20180330,MTX    ,201804     ,192122,10945,2,-,-, 
20180330,MTX    ,201804     ,192134,10945,2,-,-, 
20180330,MTX    ,201804     ,192141,10945,2,-,-, 
20180330,MTX    ,201804     ,192144,10946,2,-,-, 
20180330,MTX    ,201804     ,192202,10946,2,-,-, 
20180330,MTX    ,201804     ,192203,10946,2,-,-, 
20180330,MTX    ,201804     ,192218,10945,4,-,-, 
20180330,MTX    ,201804     ,192240,10945,2,-,-, 
20180330,MTX    ,201804     ,192240,10945,2,-,-, 
20180330,MTX    ,201804     ,192240,10945,2,-,-, 
20180330,MTX    ,201804     ,192240,10945,2,-,-, 
20180330,MTX    ,201804     ,192245,10945,2,-,-, 
20180330,MTX    ,201804     ,192301,10945,2,-,-, 
20180330,MTX    ,201804     ,192303,10945,2,-,-, 
20180330,MTX    ,201804     ,192303,10944,2,-,-, 
20180330,MTX    ,201804     ,192303,10944,2,-,-, 
20180330,MTX    ,201804     ,192303,10944,2,-,-, 
20180330,MTX    ,201804     ,192303,10944,2,-,-, 
20180330,MTX    ,201804     ,192305,10944,4,-,-, 
20180330,MTX    ,201804     ,192316,10945,2,-,-, 
20180330,MTX    ,201804     ,192354,10945,2,-,-, 
20180330,MTX    ,201804     ,192355,10945,4,-,-, 
20180330,MTX    ,201804     ,192412,10944,4,-,-, 
20180330,MTX    ,201804     ,192412,10944,2,-,-, 
20180330,MTX    ,201804     ,192428,10944,2,-,-, 
20180330,MTX    ,201804     ,192429,10945,2,-,-, 
20180330,MTX    ,201804     ,192433,10945,2,-,-, 
20180330,MTX    ,201804     ,192441,10945,2,-,-, 
20180330,MTX    ,201804     ,192449,10945,2,-,-, 
20180330,MTX    ,201804     ,192458,10945,4,-,-, 
20180330,MTX    ,201804     ,192520,10946,2,-,-, 
20180330,MTX    ,201804     ,192531,10945,2,-,-, 
20180330,MTX    ,201804     ,192553,10945,2,-,-, 
20180330,MTX    ,201804     ,192556,10946,4,-,-, 
20180330,MTX    ,201804     ,192608,10945,2,-,-, 
20180330,MTX    ,201804     ,192614,10945,2,-,-, 
20180330,MTX    ,201804     ,192655,10946,2,-,-, 
20180330,MTX    ,201804     ,192700,10946,2,-,-, 
20180330,MTX    ,201804     ,192703,10946,6,-,-, 
20180330,MTX    ,201804     ,192717,10946,2,-,-, 
20180330,MTX    ,201804     ,192729,10946,2,-,-, 
20180330,MTX    ,201804     ,192733,10946,2,-,-, 
20180330,MTX    ,201804     ,192734,10946,2,-,-, 
20180330,MTX    ,201804     ,192741,10946,2,-,-, 
20180330,MTX    ,201804     ,192800,10946,4,-,-, 
20180330,MTX    ,201804     ,192807,10946,2,-,-, 
20180330,MTX    ,201804     ,192835,10946,2,-,-, 
20180330,MTX    ,201804     ,192836,10946,2,-,-, 
20180330,MTX    ,201804     ,192844,10946,2,-,-, 
20180330,MTX    ,201804     ,192949,10946,2,-,-, 
20180330,MTX    ,201804     ,193009,10945,2,-,-, 
20180330,MTX    ,201804     ,193024,10945,2,-,-, 
20180330,MTX    ,201804     ,193024,10945,2,-,-, 
20180330,MTX    ,201804     ,193045,10945,2,-,-, 
20180330,MTX    ,201804     ,193110,10945,2,-,-, 
20180330,MTX    ,201804     ,193128,10945,2,-,-, 
20180330,MTX    ,201804     ,193133,10945,2,-,-, 
20180330,MTX    ,201804     ,193133,10945,2,-,-, 
20180330,MTX    ,201804     ,193133,10945,2,-,-, 
