Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180330,MTX    ,201804     ,212421,10938,2,-,-, 
20180330,MTX    ,201804     ,212421,10938,2,-,-, 
20180330,MTX    ,201804     ,212435,10938,2,-,-, 
20180330,MTX    ,201804     ,212441,10938,2,-,-, 
20180330,MTX    ,201804     ,212448,10939,2,-,-, 
20180330,MTX    ,201804     ,212449,10939,2,-,-, 
20180330,MTX    ,201804     ,212450,10938,2,-,-, 
20180330,MTX    ,201804     ,212508,10938,2,-,-, 
20180330,MTX    ,201804     ,212509,10939,2,-,-, 
20180330,MTX    ,201804     ,212522,10939,2,-,-, 
20180330,MTX    ,201804     ,212535,10939,2,-,-, 
20180330,MTX    ,201804     ,212541,10939,2,-,-, 
20180330,MTX    ,201804     ,212544,10939,2,-,-, 
20180330,MTX    ,201804     ,212609,10939,2,-,-, 
20180330,MTX    ,201804     ,212620,10938,2,-,-, 
20180330,MTX    ,201804     ,212632,10938,2,-,-, 
20180330,MTX    ,201804     ,212703,10939,2,-,-, 
20180330,MTX    ,201804     ,212707,10938,2,-,-, 
20180330,MTX    ,201804     ,212710,10939,2,-,-, 
20180330,MTX    ,201804     ,212712,10938,2,-,-, 
20180330,MTX    ,201804     ,212712,10939,2,-,-, 
20180330,MTX    ,201804     ,212727,10939,2,-,-, 
20180330,MTX    ,201804     ,212748,10939,2,-,-, 
20180330,MTX    ,201804     ,212820,10939,2,-,-, 
20180330,MTX    ,201804     ,212825,10939,2,-,-, 
20180330,MTX    ,201804     ,212825,10939,2,-,-, 
20180330,MTX    ,201804     ,212832,10939,2,-,-, 
20180330,MTX    ,201804     ,212952,10938,2,-,-, 
20180330,MTX    ,201804     ,212952,10938,2,-,-, 
20180330,MTX    ,201804     ,212952,10938,2,-,-, 
20180330,MTX    ,201804     ,212952,10938,2,-,-, 
20180330,MTX    ,201804     ,213000,10939,2,-,-, 
20180330,MTX    ,201804     ,213011,10939,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213013,10938,2,-,-, 
20180330,MTX    ,201804     ,213016,10938,2,-,-, 
20180330,MTX    ,201804     ,213016,10938,2,-,-, 
20180330,MTX    ,201804     ,213018,10938,2,-,-, 
20180330,MTX    ,201804     ,213057,10939,2,-,-, 
20180330,MTX    ,201804     ,213100,10939,2,-,-, 
20180330,MTX    ,201804     ,213102,10939,6,-,-, 
20180330,MTX    ,201804     ,213106,10938,2,-,-, 
20180330,MTX    ,201804     ,213127,10939,4,-,-, 
20180330,MTX    ,201804     ,213127,10939,2,-,-, 
20180330,MTX    ,201804     ,213131,10939,4,-,-, 
20180330,MTX    ,201804     ,213134,10939,2,-,-, 
20180330,MTX    ,201804     ,213140,10939,4,-,-, 
20180330,MTX    ,201804     ,213204,10939,2,-,-, 
20180330,MTX    ,201804     ,213210,10939,2,-,-, 
20180330,MTX    ,201804     ,213225,10940,2,-,-, 
20180330,MTX    ,201804     ,213234,10940,2,-,-, 
20180330,MTX    ,201804     ,213238,10940,8,-,-, 
20180330,MTX    ,201804     ,213256,10940,2,-,-, 
20180330,MTX    ,201804     ,213301,10940,2,-,-, 
20180330,MTX    ,201804     ,213310,10940,2,-,-, 
20180330,MTX    ,201804     ,213335,10940,4,-,-, 
20180330,MTX    ,201804     ,213343,10940,4,-,-, 
20180330,MTX    ,201804     ,213344,10940,4,-,-, 
20180330,MTX    ,201804     ,213344,10940,2,-,-, 
20180330,MTX    ,201804     ,213344,10940,2,-,-, 
20180330,MTX    ,201804     ,213347,10941,2,-,-, 
20180330,MTX    ,201804     ,213347,10941,2,-,-, 
20180330,MTX    ,201804     ,213447,10941,2,-,-, 
20180330,MTX    ,201804     ,213508,10941,4,-,-, 
20180330,MTX    ,201804     ,213509,10941,2,-,-, 
20180330,MTX    ,201804     ,213513,10941,2,-,-, 
20180330,MTX    ,201804     ,213608,10941,2,-,-, 
20180330,MTX    ,201804     ,213625,10941,2,-,-, 
20180330,MTX    ,201804     ,213732,10942,2,-,-, 
20180330,MTX    ,201804     ,213755,10942,2,-,-, 
20180330,MTX    ,201804     ,213808,10941,2,-,-, 
20180330,MTX    ,201804     ,213824,10942,2,-,-, 
20180330,MTX    ,201804     ,213825,10942,2,-,-, 
20180330,MTX    ,201804     ,213831,10942,2,-,-, 
20180330,MTX    ,201804     ,213832,10942,2,-,-, 
20180330,MTX    ,201804     ,213849,10942,4,-,-, 
20180330,MTX    ,201804     ,213858,10942,2,-,-, 
20180330,MTX    ,201804     ,213900,10942,2,-,-, 
20180330,MTX    ,201804     ,213925,10941,2,-,-, 
20180330,MTX    ,201804     ,213925,10941,2,-,-, 
20180330,MTX    ,201804     ,213932,10942,2,-,-, 
20180330,MTX    ,201804     ,213933,10942,2,-,-, 
20180330,MTX    ,201804     ,213944,10943,2,-,-, 
20180330,MTX    ,201804     ,213944,10943,2,-,-, 
20180330,MTX    ,201804     ,213944,10943,2,-,-, 
20180330,MTX    ,201804     ,213946,10943,4,-,-, 
20180330,MTX    ,201804     ,214016,10943,2,-,-, 
20180330,MTX    ,201804     ,214044,10943,2,-,-, 
20180330,MTX    ,201804     ,214051,10943,2,-,-, 
20180330,MTX    ,201804     ,214108,10943,2,-,-, 
20180330,MTX    ,201804     ,214114,10943,2,-,-, 
20180330,MTX    ,201804     ,214120,10943,2,-,-, 
20180330,MTX    ,201804     ,214125,10943,2,-,-, 
20180330,MTX    ,201804     ,214135,10943,2,-,-, 
20180330,MTX    ,201804     ,214137,10943,4,-,-, 
20180330,MTX    ,201804     ,214150,10943,2,-,-, 
20180330,MTX    ,201804     ,214150,10943,2,-,-, 
20180330,MTX    ,201804     ,214150,10943,2,-,-, 
20180330,MTX    ,201804     ,214200,10943,4,-,-, 
20180330,MTX    ,201804     ,214210,10942,2,-,-, 
20180330,MTX    ,201804     ,214214,10942,2,-,-, 
20180330,MTX    ,201804     ,214217,10943,2,-,-, 
20180330,MTX    ,201804     ,214227,10943,2,-,-, 
20180330,MTX    ,201804     ,214229,10943,2,-,-, 
20180330,MTX    ,201804     ,214232,10942,2,-,-, 
20180330,MTX    ,201804     ,214232,10942,2,-,-, 
20180330,MTX    ,201804     ,214303,10943,4,-,-, 
20180330,MTX    ,201804     ,214305,10943,2,-,-, 
20180330,MTX    ,201804     ,214329,10943,2,-,-, 
20180330,MTX    ,201804     ,214428,10943,2,-,-, 
20180330,MTX    ,201804     ,214446,10943,2,-,-, 
20180330,MTX    ,201804     ,214456,10943,2,-,-, 
20180330,MTX    ,201804     ,214459,10943,2,-,-, 
20180330,MTX    ,201804     ,214507,10943,8,-,-, 
20180330,MTX    ,201804     ,214524,10943,2,-,-, 
20180330,MTX    ,201804     ,214537,10943,4,-,-, 
20180330,MTX    ,201804     ,214610,10943,2,-,-, 
20180330,MTX    ,201804     ,214616,10944,2,-,-, 
20180330,MTX    ,201804     ,214616,10944,2,-,-, 
20180330,MTX    ,201804     ,214617,10944,2,-,-, 
20180330,MTX    ,201804     ,214623,10944,2,-,-, 
20180330,MTX    ,201804     ,214628,10944,4,-,-, 
20180330,MTX    ,201804     ,214636,10944,4,-,-, 
20180330,MTX    ,201804     ,214637,10944,6,-,-, 
20180330,MTX    ,201804     ,214637,10944,4,-,-, 
20180330,MTX    ,201804     ,214639,10944,2,-,-, 
20180330,MTX    ,201804     ,214639,10944,2,-,-, 
20180330,MTX    ,201804     ,214640,10944,2,-,-, 
20180330,MTX    ,201804     ,214645,10944,2,-,-, 
20180330,MTX    ,201804     ,214655,10944,2,-,-, 
20180330,MTX    ,201804     ,214700,10945,2,-,-, 
20180330,MTX    ,201804     ,214700,10945,2,-,-, 
20180330,MTX    ,201804     ,214700,10945,2,-,-, 
20180330,MTX    ,201804     ,214701,10944,2,-,-, 
20180330,MTX    ,201804     ,214710,10945,6,-,-, 
20180330,MTX    ,201804     ,214725,10944,2,-,-, 
20180330,MTX    ,201804     ,214727,10944,2,-,-, 
20180330,MTX    ,201804     ,214731,10944,2,-,-, 
20180330,MTX    ,201804     ,214734,10944,2,-,-, 
20180330,MTX    ,201804     ,214735,10944,4,-,-, 
20180330,MTX    ,201804     ,214735,10944,2,-,-, 
20180330,MTX    ,201804     ,214744,10944,2,-,-, 
20180330,MTX    ,201804     ,214748,10945,2,-,-, 
20180330,MTX    ,201804     ,214804,10945,2,-,-, 
20180330,MTX    ,201804     ,214805,10944,2,-,-, 
20180330,MTX    ,201804     ,214805,10945,2,-,-, 
20180330,MTX    ,201804     ,214809,10945,4,-,-, 
20180330,MTX    ,201804     ,214816,10945,2,-,-, 
20180330,MTX    ,201804     ,214828,10945,2,-,-, 
20180330,MTX    ,201804     ,214830,10945,2,-,-, 
20180330,MTX    ,201804     ,214831,10945,2,-,-, 
20180330,MTX    ,201804     ,214836,10945,2,-,-, 
20180330,MTX    ,201804     ,214842,10944,2,-,-, 
20180330,MTX    ,201804     ,214844,10945,2,-,-, 
20180330,MTX    ,201804     ,214859,10945,4,-,-, 
20180330,MTX    ,201804     ,214903,10945,2,-,-, 
20180330,MTX    ,201804     ,214905,10945,4,-,-, 
20180330,MTX    ,201804     ,214907,10945,2,-,-, 
20180330,MTX    ,201804     ,214915,10945,2,-,-, 
20180330,MTX    ,201804     ,214916,10945,2,-,-, 
20180330,MTX    ,201804     ,214917,10945,8,-,-, 
20180330,MTX    ,201804     ,214917,10945,2,-,-, 
20180330,MTX    ,201804     ,214917,10945,2,-,-, 
20180330,MTX    ,201804     ,214919,10945,2,-,-, 
20180330,MTX    ,201804     ,214921,10945,4,-,-, 
20180330,MTX    ,201804     ,214923,10945,2,-,-, 
20180330,MTX    ,201804     ,214936,10945,2,-,-, 
20180330,MTX    ,201804     ,214949,10946,2,-,-, 
20180330,MTX    ,201804     ,214950,10945,2,-,-, 
20180330,MTX    ,201804     ,214951,10946,2,-,-, 
20180330,MTX    ,201804     ,215009,10946,2,-,-, 
20180330,MTX    ,201804     ,215009,10945,2,-,-, 
20180330,MTX    ,201804     ,215010,10946,2,-,-, 
20180330,MTX    ,201804     ,215014,10946,4,-,-, 
20180330,MTX    ,201804     ,215021,10946,2,-,-, 
20180330,MTX    ,201804     ,215027,10945,2,-,-, 
20180330,MTX    ,201804     ,215039,10946,2,-,-, 
20180330,MTX    ,201804     ,215040,10946,2,-,-, 
20180330,MTX    ,201804     ,215045,10946,2,-,-, 
20180330,MTX    ,201804     ,215046,10946,2,-,-, 
20180330,MTX    ,201804     ,215048,10945,2,-,-, 
20180330,MTX    ,201804     ,215107,10945,2,-,-, 
20180330,MTX    ,201804     ,215111,10946,2,-,-, 
20180330,MTX    ,201804     ,215118,10945,2,-,-, 
20180330,MTX    ,201804     ,215119,10946,2,-,-, 
20180330,MTX    ,201804     ,215137,10945,2,-,-, 
20180330,MTX    ,201804     ,215137,10945,2,-,-, 
20180330,MTX    ,201804     ,215141,10946,2,-,-, 
20180330,MTX    ,201804     ,215205,10946,8,-,-, 
20180330,MTX    ,201804     ,215211,10946,2,-,-, 
20180330,MTX    ,201804     ,215215,10945,2,-,-, 
20180330,MTX    ,201804     ,215216,10946,2,-,-, 
20180330,MTX    ,201804     ,215246,10946,2,-,-, 
20180330,MTX    ,201804     ,215251,10946,2,-,-, 
20180330,MTX    ,201804     ,215259,10946,2,-,-, 
20180330,MTX    ,201804     ,215313,10946,4,-,-, 
20180330,MTX    ,201804     ,215313,10946,2,-,-, 
20180330,MTX    ,201804     ,215321,10946,6,-,-, 
20180330,MTX    ,201804     ,215321,10946,2,-,-, 
20180330,MTX    ,201804     ,215322,10946,2,-,-, 
20180330,MTX    ,201804     ,215331,10946,2,-,-, 
20180330,MTX    ,201804     ,215359,10945,6,-,-, 
20180330,MTX    ,201804     ,215359,10945,2,-,-, 
20180330,MTX    ,201804     ,215359,10945,2,-,-, 
20180330,MTX    ,201804     ,215420,10945,2,-,-, 
20180330,MTX    ,201804     ,215420,10945,2,-,-, 
20180330,MTX    ,201804     ,215422,10945,2,-,-, 
20180330,MTX    ,201804     ,215424,10945,2,-,-, 
20180330,MTX    ,201804     ,215428,10945,2,-,-, 
20180330,MTX    ,201804     ,215431,10945,2,-,-, 
20180330,MTX    ,201804     ,215437,10945,2,-,-, 
20180330,MTX    ,201804     ,215443,10946,4,-,-, 
20180330,MTX    ,201804     ,215445,10945,2,-,-, 
20180330,MTX    ,201804     ,215445,10946,4,-,-, 
20180330,MTX    ,201804     ,215501,10945,2,-,-, 
20180330,MTX    ,201804     ,215501,10945,2,-,-, 
20180330,MTX    ,201804     ,215501,10945,2,-,-, 
20180330,MTX    ,201804     ,215501,10945,2,-,-, 
20180330,MTX    ,201804     ,215503,10945,2,-,-, 
20180330,MTX    ,201804     ,215511,10945,2,-,-, 
20180330,MTX    ,201804     ,215515,10946,2,-,-, 
20180330,MTX    ,201804     ,215515,10945,2,-,-, 
20180330,MTX    ,201804     ,215522,10945,2,-,-, 
20180330,MTX    ,201804     ,215546,10945,2,-,-, 
20180330,MTX    ,201804     ,215555,10945,2,-,-, 
20180330,MTX    ,201804     ,215738,10945,2,-,-, 
20180330,MTX    ,201804     ,215806,10944,2,-,-, 
20180330,MTX    ,201804     ,215815,10945,2,-,-, 
20180330,MTX    ,201804     ,215824,10945,2,-,-, 
20180330,MTX    ,201804     ,215834,10944,2,-,-, 
20180330,MTX    ,201804     ,215837,10944,2,-,-, 
20180330,MTX    ,201804     ,215838,10945,2,-,-, 
20180330,MTX    ,201804     ,215838,10944,2,-,-, 
20180330,MTX    ,201804     ,215839,10944,2,-,-, 
20180330,MTX    ,201804     ,215841,10944,2,-,-, 
20180330,MTX    ,201804     ,215921,10944,4,-,-, 
20180330,MTX    ,201804     ,220003,10943,2,-,-, 
20180330,MTX    ,201804     ,220003,10943,2,-,-, 
20180330,MTX    ,201804     ,220010,10943,4,-,-, 
20180330,MTX    ,201804     ,220013,10943,2,-,-, 
20180330,MTX    ,201804     ,220014,10944,2,-,-, 
20180330,MTX    ,201804     ,220022,10944,2,-,-, 
20180330,MTX    ,201804     ,220022,10945,10,-,-, 
20180330,MTX    ,201804     ,220022,10945,4,-,-, 
20180330,MTX    ,201804     ,220025,10943,2,-,-, 
20180330,MTX    ,201804     ,220025,10943,2,-,-, 
20180330,MTX    ,201804     ,220042,10945,2,-,-, 
20180330,MTX    ,201804     ,220128,10945,2,-,-, 
20180330,MTX    ,201804     ,220139,10945,2,-,-, 
20180330,MTX    ,201804     ,220143,10945,2,-,-, 
20180330,MTX    ,201804     ,220149,10945,2,-,-, 
20180330,MTX    ,201804     ,220153,10945,4,-,-, 
20180330,MTX    ,201804     ,220156,10945,2,-,-, 
20180330,MTX    ,201804     ,220223,10945,6,-,-, 
20180330,MTX    ,201804     ,220232,10945,2,-,-, 
20180330,MTX    ,201804     ,220257,10944,2,-,-, 
20180330,MTX    ,201804     ,220323,10944,2,-,-, 
20180330,MTX    ,201804     ,220328,10944,2,-,-, 
20180330,MTX    ,201804     ,220328,10944,2,-,-, 
20180330,MTX    ,201804     ,220334,10944,2,-,-, 
20180330,MTX    ,201804     ,220343,10944,2,-,-, 
20180330,MTX    ,201804     ,220343,10944,2,-,-, 
20180330,MTX    ,201804     ,220348,10944,2,-,-, 
20180330,MTX    ,201804     ,220351,10944,2,-,-, 
20180330,MTX    ,201804     ,220405,10944,2,-,-, 
20180330,MTX    ,201804     ,220414,10943,2,-,-, 
20180330,MTX    ,201804     ,220414,10944,2,-,-, 
20180330,MTX    ,201804     ,220417,10944,2,-,-, 
20180330,MTX    ,201804     ,220435,10944,2,-,-, 
20180330,MTX    ,201804     ,220538,10944,2,-,-, 
20180330,MTX    ,201804     ,220538,10945,2,-,-, 
20180330,MTX    ,201804     ,220600,10945,2,-,-, 
20180330,MTX    ,201804     ,220605,10945,2,-,-, 
20180330,MTX    ,201804     ,220606,10945,8,-,-, 
20180330,MTX    ,201804     ,220610,10945,4,-,-, 
20180330,MTX    ,201804     ,220610,10945,4,-,-, 
20180330,MTX    ,201804     ,220721,10944,2,-,-, 
20180330,MTX    ,201804     ,220721,10944,2,-,-, 
20180330,MTX    ,201804     ,220852,10943,2,-,-, 
20180330,MTX    ,201804     ,220852,10943,2,-,-, 
20180330,MTX    ,201804     ,220910,10944,4,-,-, 
20180330,MTX    ,201804     ,220916,10944,2,-,-, 
20180330,MTX    ,201804     ,220944,10943,2,-,-, 
20180330,MTX    ,201804     ,220944,10943,2,-,-, 
20180330,MTX    ,201804     ,221042,10943,2,-,-, 
20180330,MTX    ,201804     ,221042,10943,2,-,-, 
20180330,MTX    ,201804     ,221042,10943,2,-,-, 
20180330,MTX    ,201804     ,221054,10943,2,-,-, 
20180330,MTX    ,201804     ,221054,10943,2,-,-, 
20180330,MTX    ,201804     ,221113,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221115,10943,2,-,-, 
20180330,MTX    ,201804     ,221151,10942,2,-,-, 
20180330,MTX    ,201804     ,221151,10942,2,-,-, 
20180330,MTX    ,201804     ,221151,10942,2,-,-, 
20180330,MTX    ,201804     ,221156,10942,2,-,-, 
20180330,MTX    ,201804     ,221156,10942,6,-,-, 
20180330,MTX    ,201804     ,221156,10942,2,-,-, 
20180330,MTX    ,201804     ,221156,10942,2,-,-, 
20180330,MTX    ,201804     ,221156,10942,2,-,-, 
20180330,MTX    ,201804     ,221157,10942,2,-,-, 
20180330,MTX    ,201804     ,221157,10942,2,-,-, 
20180330,MTX    ,201804     ,221216,10942,2,-,-, 
20180330,MTX    ,201804     ,221216,10942,2,-,-, 
20180330,MTX    ,201804     ,221216,10942,2,-,-, 
20180330,MTX    ,201804     ,221217,10942,4,-,-, 
20180330,MTX    ,201804     ,221228,10942,2,-,-, 
20180330,MTX    ,201804     ,221235,10942,2,-,-, 
20180330,MTX    ,201804     ,221245,10943,6,-,-, 
20180330,MTX    ,201804     ,221306,10943,2,-,-, 
20180330,MTX    ,201804     ,221307,10943,2,-,-, 
20180330,MTX    ,201804     ,221332,10943,2,-,-, 
20180330,MTX    ,201804     ,221406,10943,2,-,-, 
20180330,MTX    ,201804     ,221429,10944,2,-,-, 
20180330,MTX    ,201804     ,221440,10944,18,-,-, 
20180330,MTX    ,201804     ,221440,10945,22,-,-, 
20180330,MTX    ,201804     ,221446,10944,8,-,-, 
20180330,MTX    ,201804     ,221453,10944,4,-,-, 
20180330,MTX    ,201804     ,221522,10945,2,-,-, 
20180330,MTX    ,201804     ,221604,10945,2,-,-, 
20180330,MTX    ,201804     ,221616,10945,6,-,-, 
20180330,MTX    ,201804     ,221627,10944,2,-,-, 
20180330,MTX    ,201804     ,221633,10944,2,-,-, 
20180330,MTX    ,201804     ,221656,10944,2,-,-, 
20180330,MTX    ,201804     ,221659,10943,2,-,-, 
20180330,MTX    ,201804     ,221702,10944,4,-,-, 
20180330,MTX    ,201804     ,221721,10944,2,-,-, 
20180330,MTX    ,201804     ,221809,10945,4,-,-, 
20180330,MTX    ,201804     ,221901,10945,2,-,-, 
20180330,MTX    ,201804     ,221912,10945,2,-,-, 
20180330,MTX    ,201804     ,221918,10945,4,-,-, 
20180330,MTX    ,201804     ,221918,10946,4,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,4,-,-, 
20180330,MTX    ,201804     ,221929,10946,4,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,4,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,6,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221929,10946,2,-,-, 
20180330,MTX    ,201804     ,221952,10946,2,-,-, 
20180330,MTX    ,201804     ,221953,10946,2,-,-, 
20180330,MTX    ,201804     ,222004,10946,2,-,-, 
20180330,MTX    ,201804     ,222014,10946,6,-,-, 
20180330,MTX    ,201804     ,222015,10946,10,-,-, 
20180330,MTX    ,201804     ,222020,10946,2,-,-, 
20180330,MTX    ,201804     ,222029,10946,8,-,-, 
20180330,MTX    ,201804     ,222035,10946,4,-,-, 
20180330,MTX    ,201804     ,222037,10947,2,-,-, 
20180330,MTX    ,201804     ,222058,10947,2,-,-, 
20180330,MTX    ,201804     ,222102,10946,2,-,-, 
20180330,MTX    ,201804     ,222102,10946,2,-,-, 
20180330,MTX    ,201804     ,222102,10946,2,-,-, 
20180330,MTX    ,201804     ,222104,10945,2,-,-, 
20180330,MTX    ,201804     ,222110,10946,2,-,-, 
20180330,MTX    ,201804     ,222114,10946,2,-,-, 
20180330,MTX    ,201804     ,222116,10946,2,-,-, 
20180330,MTX    ,201804     ,222145,10946,2,-,-, 
20180330,MTX    ,201804     ,222153,10946,2,-,-, 
20180330,MTX    ,201804     ,222209,10946,2,-,-, 
20180330,MTX    ,201804     ,222226,10947,4,-,-, 
20180330,MTX    ,201804     ,222231,10947,2,-,-, 
20180330,MTX    ,201804     ,222231,10947,2,-,-, 
20180330,MTX    ,201804     ,222233,10946,2,-,-, 
20180330,MTX    ,201804     ,222239,10947,2,-,-, 
20180330,MTX    ,201804     ,222309,10947,6,-,-, 
20180330,MTX    ,201804     ,222320,10947,2,-,-, 
20180330,MTX    ,201804     ,222332,10947,2,-,-, 
20180330,MTX    ,201804     ,222334,10947,6,-,-, 
20180330,MTX    ,201804     ,222335,10947,2,-,-, 
20180330,MTX    ,201804     ,222336,10947,2,-,-, 
20180330,MTX    ,201804     ,222338,10947,2,-,-, 
20180330,MTX    ,201804     ,222345,10946,2,-,-, 
20180330,MTX    ,201804     ,222346,10947,2,-,-, 
20180330,MTX    ,201804     ,222358,10947,4,-,-, 
20180330,MTX    ,201804     ,222402,10947,4,-,-, 
20180330,MTX    ,201804     ,222414,10947,2,-,-, 
20180330,MTX    ,201804     ,222416,10947,2,-,-, 
20180330,MTX    ,201804     ,222437,10947,2,-,-, 
20180330,MTX    ,201804     ,222457,10947,4,-,-, 
20180330,MTX    ,201804     ,222506,10946,2,-,-, 
20180330,MTX    ,201804     ,222506,10946,2,-,-, 
20180330,MTX    ,201804     ,222520,10947,2,-,-, 
20180330,MTX    ,201804     ,222522,10946,2,-,-, 
20180330,MTX    ,201804     ,222525,10946,2,-,-, 
20180330,MTX    ,201804     ,222527,10946,2,-,-, 
20180330,MTX    ,201804     ,222528,10947,2,-,-, 
20180330,MTX    ,201804     ,222541,10946,2,-,-, 
20180330,MTX    ,201804     ,222547,10947,6,-,-, 
20180330,MTX    ,201804     ,222620,10946,2,-,-, 
20180330,MTX    ,201804     ,222629,10946,2,-,-, 
20180330,MTX    ,201804     ,222647,10946,2,-,-, 
20180330,MTX    ,201804     ,222650,10947,4,-,-, 
20180330,MTX    ,201804     ,222650,10946,2,-,-, 
20180330,MTX    ,201804     ,222724,10946,2,-,-, 
20180330,MTX    ,201804     ,222740,10946,4,-,-, 
20180330,MTX    ,201804     ,222740,10947,8,-,-, 
20180330,MTX    ,201804     ,222747,10946,2,-,-, 
20180330,MTX    ,201804     ,222826,10946,4,-,-, 
20180330,MTX    ,201804     ,222829,10946,4,-,-, 
20180330,MTX    ,201804     ,222848,10945,2,-,-, 
20180330,MTX    ,201804     ,222859,10946,4,-,-, 
20180330,MTX    ,201804     ,222953,10946,2,-,-, 
20180330,MTX    ,201804     ,223000,10946,2,-,-, 
20180330,MTX    ,201804     ,223016,10946,2,-,-, 
20180330,MTX    ,201804     ,223100,10946,2,-,-, 
20180330,MTX    ,201804     ,223105,10945,2,-,-, 
20180330,MTX    ,201804     ,223110,10946,2,-,-, 
20180330,MTX    ,201804     ,223131,10946,2,-,-, 
20180330,MTX    ,201804     ,223305,10946,2,-,-, 
20180330,MTX    ,201804     ,223340,10945,2,-,-, 
20180330,MTX    ,201804     ,223342,10945,2,-,-, 
20180330,MTX    ,201804     ,223404,10945,2,-,-, 
20180330,MTX    ,201804     ,223418,10945,4,-,-, 
20180330,MTX    ,201804     ,223535,10945,2,-,-, 
20180330,MTX    ,201804     ,223626,10945,2,-,-, 
20180330,MTX    ,201804     ,223626,10945,2,-,-, 
20180330,MTX    ,201804     ,223640,10946,2,-,-, 
20180330,MTX    ,201804     ,223643,10945,2,-,-, 
20180330,MTX    ,201804     ,223651,10946,2,-,-, 
20180330,MTX    ,201804     ,223704,10945,2,-,-, 
20180330,MTX    ,201804     ,223707,10946,2,-,-, 
20180330,MTX    ,201804     ,223708,10946,2,-,-, 
20180330,MTX    ,201804     ,223728,10946,4,-,-, 
20180330,MTX    ,201804     ,223729,10946,2,-,-, 
20180330,MTX    ,201804     ,223813,10946,4,-,-, 
20180330,MTX    ,201804     ,223855,10946,2,-,-, 
20180330,MTX    ,201804     ,223948,10946,2,-,-, 
20180330,MTX    ,201804     ,223954,10945,2,-,-, 
20180330,MTX    ,201804     ,223955,10945,2,-,-, 
20180330,MTX    ,201804     ,224047,10945,2,-,-, 
20180330,MTX    ,201804     ,224100,10945,2,-,-, 
20180330,MTX    ,201804     ,224102,10945,2,-,-, 
20180330,MTX    ,201804     ,224135,10945,2,-,-, 
20180330,MTX    ,201804     ,224135,10945,2,-,-, 
20180330,MTX    ,201804     ,224138,10945,2,-,-, 
20180330,MTX    ,201804     ,224148,10945,2,-,-, 
20180330,MTX    ,201804     ,224211,10945,8,-,-, 
20180330,MTX    ,201804     ,224211,10945,2,-,-, 
20180330,MTX    ,201804     ,224225,10945,4,-,-, 
20180330,MTX    ,201804     ,224236,10945,2,-,-, 
20180330,MTX    ,201804     ,224306,10945,2,-,-, 
20180330,MTX    ,201804     ,224339,10945,2,-,-, 
20180330,MTX    ,201804     ,224545,10945,4,-,-, 
20180330,MTX    ,201804     ,224603,10945,2,-,-, 
20180330,MTX    ,201804     ,224603,10945,2,-,-, 
20180330,MTX    ,201804     ,224604,10945,2,-,-, 
20180330,MTX    ,201804     ,224611,10945,2,-,-, 
20180330,MTX    ,201804     ,224644,10945,4,-,-, 
20180330,MTX    ,201804     ,224700,10945,2,-,-, 
20180330,MTX    ,201804     ,224704,10944,2,-,-, 
20180330,MTX    ,201804     ,224725,10945,2,-,-, 
20180330,MTX    ,201804     ,224738,10944,4,-,-, 
20180330,MTX    ,201804     ,224738,10944,4,-,-, 
20180330,MTX    ,201804     ,224810,10944,2,-,-, 
20180330,MTX    ,201804     ,224903,10945,2,-,-, 
20180330,MTX    ,201804     ,224903,10945,2,-,-, 
